,words,sounds,sents
3860,intellectualize,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'AY', 'Z']",0.3612
3861,intellectualized,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'AY', 'Z', 'D']",0.296
3862,intellectualizes,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'AY', 'Z', 'IH', 'Z']",0.4215
3863,intellectualizing,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'AY', 'Z', 'IH', 'NG']",0.2023
3864,intellectually,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'AH', 'L', 'IY']",0.34
3865,intellectually,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'L', 'IY']",0.34
3866,intellectually,"['IH', 'N', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'AH', 'L', 'IY']",0.34
3867,intellectually,"['IH', 'N', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'L', 'IY']",0.34
3868,intellectualness,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'N', 'AH', 'S']",0.3612
3869,intellectuals,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'AH', 'L', 'Z']",0.3818
3870,intelligence,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S']",0.4767
3871,intelligencer,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S', 'ER']",0.3612
3872,intelligencers,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S', 'ER', 'Z']",0.3818
3873,intelligences,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S', 'IH', 'Z']",0.3818
3874,intelligent,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'T']",0.4588
3875,intelligential,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'T', 'IY', 'AH', 'L']",0.4404
3876,intelligently,"['IH', 'N', 'T', 'EH', 'L', 'IH', 'JH', 'AH', 'N', 'T', 'L', 'IY']",0.4588
3877,intelligentsia,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'EH', 'N', 'T', 'S', 'IY', 'AH']",0.3612
3878,intelligibility,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']",0.3612
3879,intelligible,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'B', 'AH', 'L']",0.34
3880,intelligibleness,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",0.3612
3881,intelligibly,"['IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'B', 'L', 'IY']",0.296
3882,intense,"['IH', 'N', 'T', 'EH', 'N', 'S']",0.0772
3883,interest,"['IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T']",0.4588
3884,interested,"['IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T', 'IH', 'D']",0.4019
3885,interestedly,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'AH', 'D', 'L', 'IY']",0.3612
3886,interesting,"['IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T', 'IH', 'NG']",0.4019
3887,interestingly,"['IH', 'N', 'T', 'AH', 'R', 'EH', 'S', 'T', 'IH', 'NG', 'L', 'IY']",0.4019
3888,interestingness,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'IH', 'NG', 'N', 'AH', 'S']",0.4215
3889,interests,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T', 'S']",0.25
3890,interests,"['IH', 'N', 'T', 'R', 'IH', 'S', 'T', 'S']",0.25
3891,interests,"['IH', 'N', 'T', 'ER', 'AH', 'S', 'T', 'S']",0.25
3892,interests,"['IH', 'N', 'T', 'ER', 'IH', 'S', 'T', 'S']",0.25
3893,interrogated,"['IH', 'N', 'T', 'EH', 'R', 'AH', 'G', 'EY', 'T', 'IH', 'D']",-0.3818
3894,interrupt,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'T']",-0.34
3895,interrupted,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'T', 'IH', 'D']",-0.296
3896,interrupter,"['IH', 'N', 'T', 'AH', 'R', 'AH', 'P', 'T', 'ER']",-0.2732
3897,interrupters,"['IH', 'N', 'T', 'AH', 'R', 'AH', 'P', 'T', 'ER', 'Z']",-0.3182
3898,interruptible,"['IH', 'N', 'T', 'ER', 'R', 'AH', 'P', 'T', 'IH', 'B', 'AH', 'L']",-0.3182
3899,interrupting,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'T', 'IH', 'NG']",-0.296
3900,interruption,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'SH', 'AH', 'N']",-0.3612
3901,interruptions,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'SH', 'AH', 'N', 'Z']",-0.4019
3902,interruptive,"['IH', 'N', 'T', 'AH', 'R', 'AH', 'P', 'T', 'IH', 'V']",-0.34
3903,interruptor,"['IH', 'N', 'T', 'AH', 'R', 'AH', 'P', 'T', 'ER']",-0.3182
3904,interrupts,"['IH', 'N', 'T', 'ER', 'AH', 'P', 'T', 'S']",-0.3182
3905,intimidate,"['IH', 'N', 'T', 'IH', 'M', 'IH', 'D', 'EY', 'T']",-0.2023
3906,intimidated,"['IH', 'N', 'T', 'IH', 'M', 'IH', 'D', 'EY', 'T', 'IH', 'D']",-0.4404
3907,intimidates,"['IH', 'N', 'T', 'IH', 'M', 'IH', 'D', 'EY', 'T', 'S']",-0.3182
3908,intimidating,"['IH', 'N', 'T', 'IH', 'M', 'IH', 'D', 'EY', 'T', 'IH', 'NG']",-0.4404
3909,intimidatingly,"['IH', 'N', 'T', 'AH', 'M', 'AH', 'D', 'AH', 'T', 'IH', 'NG', 'L', 'IY']",-0.2732
3910,intimidation,"['IH', 'N', 'T', 'IH', 'M', 'IH', 'D', 'EY', 'SH', 'AH', 'N']",-0.4215
3911,intimidations,"['IH', 'N', 'T', 'AH', 'M', 'AH', 'D', 'EY', 'SH', 'AH', 'N', 'Z']",-0.34
3912,intimidator,"['IH', 'N', 'T', 'AH', 'M', 'AH', 'D', 'AH', 'T', 'ER']",-0.3818
3913,intimidators,"['IH', 'N', 'T', 'AH', 'M', 'AH', 'D', 'AH', 'T', 'ER', 'Z']",-0.3818
3914,intimidatory,"['IH', 'N', 'T', 'AH', 'M', 'AH', 'D', 'AH', 'T', 'OW', 'R', 'IY']",-0.2732
3915,intricate,"['IH', 'N', 'T', 'R', 'AH', 'K', 'AH', 'T']",0.1531
3916,intrigues,"['IH', 'N', 'T', 'R', 'IY', 'G', 'Z']",0.2263
3917,invigorate,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'IH', 'T']",0.4404
3918,invigorated,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'EY', 'T', 'IH', 'D']",0.2023
3919,invigorates,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'AH', 'T', 'S']",0.4767
3920,invigorating,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'EY', 'T', 'IH', 'NG']",0.4767
3921,invigoratingly,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'AH', 'T', 'IH', 'NG', 'L', 'IY']",0.4588
3922,invigoration,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'EY', 'SH', 'AH', 'N']",0.3612
3923,invigorations,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'EY', 'SH', 'AH', 'N', 'Z']",0.296
3924,invigorator,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'AH', 'T', 'ER']",0.2732
3925,invigorators,"['IH', 'N', 'V', 'IH', 'G', 'ER', 'AH', 'T', 'ER', 'Z']",0.296
3926,invincible,"['IH', 'N', 'V', 'IH', 'N', 'S', 'AH', 'B', 'AH', 'L']",0.4939
3927,invite,"['IH', 'N', 'V', 'AY', 'T']",0.1531
3928,inviting,"['IH', 'N', 'V', 'AY', 'T', 'IH', 'NG']",0.3182
3929,invulnerable,"['IH', 'N', 'V', 'AH', 'L', 'N', 'ER', 'AH', 'B', 'AH', 'L']",0.3182
3930,irate,"['AY', 'R', 'EY', 'T']",-0.5994
3931,ironic,"['AY', 'R', 'AA', 'N', 'IH', 'K']",-0.128
3932,irony,"['AY', 'R', 'AH', 'N', 'IY']",-0.0516
3933,irrational,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AH', 'L']",-0.34
3934,irrationalism,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AE', 'L', 'IH', 'Z', 'AH', 'M']",-0.3612
3935,irrationalist,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AE', 'L', 'IH', 'S', 'T']",-0.4767
3936,irrationalists,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AE', 'L', 'IH', 'S', 'T', 'S']",-0.3612
3937,irrationalities,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AE', 'L', 'AH', 'T', 'IY', 'Z']",-0.3612
3938,irrationality,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AE', 'L', 'AH', 'T', 'IY']",-0.4019
3939,irrationally,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AH', 'L', 'IY']",-0.3818
3940,irrationally,"['IH', 'R', 'AE', 'SH', 'N', 'AH', 'L', 'IY']",-0.3818
3941,irrationals,"['IH', 'R', 'AE', 'SH', 'AH', 'N', 'AH', 'L', 'Z']",-0.2732
3942,irresistible,"['IH', 'R', 'IH', 'Z', 'IH', 'S', 'T', 'AH', 'B', 'AH', 'L']",0.34
3943,irresolute,"['IH', 'R', 'EH', 'Z', 'AH', 'L', 'UW', 'T']",-0.34
3944,irresponsible,"['IH', 'R', 'AH', 'S', 'P', 'AA', 'N', 'S', 'AH', 'B', 'AH', 'L']",-0.4404
3945,irreversible,"['IH', 'R', 'IH', 'V', 'ER', 'S', 'AH', 'B', 'AH', 'L']",-0.2023
3946,irritabilities,"['IH', 'R', 'AH', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EH', 'Z']",-0.4019
3947,irritability,"['IH', 'R', 'IH', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']",-0.34
3948,irritable,"['IH', 'R', 'AH', 'T', 'AH', 'B', 'AH', 'L']",-0.4767
3949,irritableness,"['IH', 'R', 'AH', 'T', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",-0.4019
3950,irritably,"['IH', 'R', 'AH', 'T', 'AH', 'B', 'L', 'IY']",-0.4215
3951,irritant,"['IH', 'R', 'AH', 'T', 'AH', 'N', 'T']",-0.5106
3952,irritants,"['IH', 'R', 'AH', 'T', 'AH', 'N', 'T', 'S']",-0.4767
3953,irritate,"['IH', 'R', 'IH', 'T', 'EY', 'T']",-0.4215
3954,irritated,"['IH', 'R', 'AH', 'T', 'EY', 'T', 'AH', 'D']",-0.4588
3955,irritates,"['IH', 'R', 'IH', 'T', 'EY', 'T', 'S']",-0.4019
3956,irritating,"['IH', 'R', 'AH', 'T', 'EY', 'T', 'IH', 'NG']",-0.4588
3957,irritatingly,"['IH', 'R', 'AH', 'T', 'AH', 'T', 'IH', 'NG', 'L', 'IY']",-0.4588
3958,irritation,"['IH', 'R', 'IH', 'T', 'EY', 'SH', 'AH', 'N']",-0.5106
3959,irritations,"['IH', 'R', 'IH', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",-0.3612
3960,irritative,"['IH', 'R', 'AH', 'T', 'AH', 'T', 'IH', 'V']",-0.4588
3961,isolatable,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'AH', 'B', 'AH', 'L']",0.0516
3962,isolate,"['AY', 'S', 'AH', 'L', 'EY', 'T']",-0.2023
3963,isolated,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'AH', 'D']",-0.3182
3964,isolated,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'IH', 'D']",-0.3182
3965,isolates,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'S']",-0.3182
3966,isolation,"['AY', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N']",-0.4019
3967,isolationism,"['AY', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",0.1027
3968,isolationist,"['AY', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N', 'AH', 'S', 'T']",0.1779
3969,isolations,"['AY', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N', 'Z']",-0.128
3970,isolator,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'ER']",-0.1027
3971,isolators,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'ER', 'Z']",-0.1027
3972,itchy,"['IH', 'CH', 'IY']",-0.2732
3973,jackass,"['JH', 'AE', 'K', 'AE', 'S']",-0.4215
3974,jackasses,"['JH', 'AE', 'K', 'AE', 'S', 'IH', 'Z']",-0.5859
3975,jaded,"['JH', 'EY', 'D', 'AH', 'D']",-0.3818
3976,jaded,"['JH', 'EY', 'D', 'IH', 'D']",-0.3818
3977,jailed,"['JH', 'EY', 'L', 'D']",-0.4939
3978,jaunty,"['JH', 'AO', 'N', 'T', 'IY']",0.296
3979,jealous,"['JH', 'EH', 'L', 'AH', 'S']",-0.4588
3980,jealousies,"['JH', 'EH', 'L', 'AH', 'S', 'IY', 'Z']",-0.4588
3981,jealously,"['JH', 'EH', 'L', 'AH', 'S', 'L', 'IY']",-0.4588
3982,jealousness,"['JH', 'EH', 'L', 'AH', 'S', 'N', 'IH', 'S']",-0.4019
3983,jealousy,"['JH', 'EH', 'L', 'AH', 'S', 'IY']",-0.3182
3984,jeopardy,"['JH', 'EH', 'P', 'ER', 'D', 'IY']",-0.4767
3985,jerk,"['JH', 'ER', 'K']",-0.34
3986,jerked,"['JH', 'ER', 'K', 'T']",-0.2023
3987,jerks,"['JH', 'ER', 'K', 'S']",-0.2732
3988,jewel,"['JH', 'UW', 'AH', 'L']",0.3612
3989,jewel,"['JH', 'UW', 'L']",0.3612
3990,jewels,"['JH', 'UW', 'AH', 'L', 'Z']",0.4588
3991,jewels,"['JH', 'UW', 'L', 'Z']",0.4588
3992,jocular,"['JH', 'AA', 'K', 'Y', 'AH', 'L', 'ER']",0.296
3993,join,"['JH', 'OY', 'N']",0.296
3994,joke,"['JH', 'OW', 'K']",0.296
3995,joked,"['JH', 'OW', 'K', 'T']",0.3182
3996,joker,"['JH', 'OW', 'K', 'ER']",0.128
3997,jokes,"['JH', 'OW', 'K', 'S']",0.25
3998,jokester,"['JH', 'OW', 'K', 'S', 'T', 'ER']",0.3612
3999,jokesters,"['JH', 'OW', 'K', 'S', 'T', 'ER', 'Z']",0.2263
4000,jokey,"['JH', 'OW', 'K', 'IY']",0.2732
4001,joking,"['JH', 'OW', 'K', 'IH', 'NG']",0.2263
4002,jollied,"['JH', 'AA', 'L', 'IY', 'D']",0.5267
4003,jollier,"['JH', 'AA', 'L', 'IY', 'ER']",0.5267
4004,jollies,"['JH', 'AA', 'L', 'IY', 'Z']",0.4588
4005,jolliest,"['JH', 'AA', 'L', 'IY', 'AH', 'S', 'T']",0.5994
4006,jollification,"['JH', 'AA', 'L', 'AH', 'F', 'AH', 'K', 'EY', 'SH', 'AH', 'N']",0.4939
4007,jollifications,"['JH', 'AA', 'L', 'AH', 'F', 'AH', 'K', 'EY', 'T', 'IY', 'AH', 'N', 'Z']",0.4588
4008,jollify,"['JH', 'AA', 'L', 'AH', 'F', 'AY']",0.4767
4009,jollily,"['JH', 'AA', 'L', 'IY', 'L', 'IY']",0.5719
4010,jolliness,"['JH', 'AA', 'L', 'IY', 'N', 'AH', 'S']",0.5423
4011,jollities,"['JH', 'AA', 'L', 'AH', 'T', 'AY', 'Z']",0.4019
4012,jollity,"['JH', 'AA', 'L', 'AH', 'T', 'IY']",0.4215
4013,jolly,"['JH', 'AA', 'L', 'IY']",0.5106
4014,jollying,"['JH', 'AA', 'L', 'IY', 'IH', 'NG']",0.5106
4015,jovial,"['JH', 'OW', 'V', 'IY', 'AH', 'L']",0.4404
4016,joy,"['JH', 'OY']",0.5859
4017,joyance,"['JH', 'OY', 'AH', 'N', 'S']",0.5106
4018,joyed,"['JH', 'OY', 'D']",0.5994
4019,joyful,"['JH', 'OY', 'F', 'AH', 'L']",0.5994
4020,joyfuller,"['JH', 'OY', 'F', 'AH', 'L', 'ER']",0.5267
4021,joyfully,"['JH', 'OY', 'F', 'AH', 'L', 'IY']",0.5423
4022,joyfulness,"['JH', 'OY', 'F', 'AH', 'L', 'N', 'AH', 'S']",0.5719
4023,joying,"['JH', 'OY', 'IH', 'NG']",0.5423
4024,joyless,"['JH', 'OY', 'L', 'AH', 'S']",-0.5423
4025,joylessly,"['JH', 'OY', 'L', 'AH', 'S', 'L', 'IY']",-0.4019
4026,joylessness,"['JH', 'OY', 'L', 'AH', 'S', 'N', 'AH', 'S']",-0.5719
4027,joyous,"['JH', 'OY', 'AH', 'S']",0.6249
4028,joyously,"['JH', 'OY', 'AH', 'S', 'L', 'IY']",0.5994
4029,joyousness,"['JH', 'OY', 'AH', 'S', 'N', 'AH', 'S']",0.5859
4030,joypop,"['JH', 'OY', 'P', 'AA', 'P']",-0.0516
4031,joypoppers,"['JH', 'OY', 'P', 'AA', 'P', 'ER', 'Z']",-0.0258
4032,joyridden,"['JH', 'OY', 'R', 'IH', 'D', 'AH', 'N']",0.1531
4033,joyride,"['JH', 'OY', 'R', 'AY', 'D']",0.2732
4034,joyrider,"['JH', 'OY', 'R', 'AY', 'D', 'ER']",0.1779
4035,joyriders,"['JH', 'OY', 'R', 'AY', 'D', 'ER', 'Z']",0.3182
4036,joyrides,"['JH', 'OY', 'R', 'AY', 'D', 'Z']",0.2023
4037,joyriding,"['JH', 'OY', 'R', 'AY', 'D', 'IH', 'NG']",0.2263
4038,joyrode,"['JH', 'OY', 'R', 'OW', 'D']",0.25
4039,joys,"['JH', 'OY', 'Z']",0.4939
4040,joystick,"['JH', 'OY', 'S', 'T', 'IH', 'K']",0.1779
4041,joysticks,"['JH', 'OY', 'S', 'T', 'IH', 'K', 'S']",0.0516
4042,jubilant,"['JH', 'UW', 'B', 'AH', 'L', 'AH', 'N', 'T']",0.6124
4043,jumpy,"['JH', 'AH', 'M', 'P', 'IY']",-0.25
4044,justice,"['JH', 'AH', 'S', 'T', 'AH', 'S']",0.5267
4045,justice,"['JH', 'AH', 'S', 'T', 'IH', 'S']",0.5267
4046,justifiably,"['JH', 'AH', 'S', 'T', 'AH', 'F', 'AY', 'AH', 'B', 'L', 'IY']",0.25
4047,justified,"['JH', 'AH', 'S', 'T', 'AH', 'F', 'AY', 'D']",0.4019
4048,keen,"['K', 'IY', 'N']",0.3612
4049,keened,"['K', 'IY', 'N', 'D']",0.0772
4050,keener,"['K', 'IY', 'N', 'ER']",0.128
4051,keeners,"['K', 'IY', 'N', 'ER', 'Z']",0.1531
4052,keenest,"['K', 'IY', 'N', 'AH', 'S', 'T']",0.4404
4053,keening,"['K', 'IY', 'N', 'IH', 'NG']",-0.1779
4054,keenly,"['K', 'IY', 'N', 'L', 'IY']",0.25
4055,keenness,"['K', 'IY', 'N', 'AH', 'S']",0.34
4056,keens,"['K', 'IY', 'N', 'Z']",0.0258
4057,kewl,"['K', 'Y', 'UW', 'L']",0.3182
4058,kidding,"['K', 'IH', 'D', 'IH', 'NG']",0.1027
4059,kill,"['K', 'IH', 'L']",-0.6908
4060,killdeer,"['K', 'IH', 'L', 'D', 'IH', 'ER']",-0.2732
4061,killdeers,"['K', 'IH', 'L', 'D', 'IH', 'ER', 'Z']",-0.0258
4062,killdees,"['K', 'IH', 'L', 'D', 'IY', 'Z']",-0.1531
4063,killed,"['K', 'IH', 'L', 'D']",-0.6705
4064,killer,"['K', 'IH', 'L', 'ER']",-0.6486
4065,killers,"['K', 'IH', 'L', 'ER', 'Z']",-0.6486
4066,killick,"['K', 'IH', 'L', 'AH', 'K']",0.0258
4067,killie,"['K', 'IH', 'L', 'IY']",-0.0258
4068,killifish,"['K', 'IH', 'L', 'IH', 'F', 'IH', 'SH']",-0.0258
4069,killifishes,"['K', 'IH', 'L', 'IH', 'F', 'AH', 'SH', 'AH', 'Z']",-0.0258
4070,killing,"['K', 'IH', 'L', 'IH', 'NG']",-0.6597
4071,killingly,"['K', 'IH', 'L', 'IH', 'NG', 'L', 'IY']",-0.5574
4072,killings,"['K', 'IH', 'L', 'IH', 'NG', 'Z']",-0.6705
4073,killjoy,"['K', 'IH', 'L', 'JH', 'OY']",-0.4767
4074,killjoys,"['K', 'IH', 'L', 'JH', 'OY', 'Z']",-0.4019
4075,killock,"['K', 'IH', 'L', 'AH', 'K']",-0.0772
4076,killocks,"['K', 'IH', 'L', 'AH', 'K', 'S']",-0.1027
4077,kills,"['K', 'IH', 'L', 'Z']",-0.5423
4078,kind,"['K', 'AY', 'N', 'D']",0.5267
4079,kinder,"['K', 'AY', 'N', 'D', 'ER']",0.4939
4080,kindly,"['K', 'AY', 'N', 'D', 'L', 'IY']",0.4939
4081,kindness,"['K', 'AY', 'N', 'D', 'N', 'AH', 'S']",0.4588
4082,kindnesses,"['K', 'AY', 'N', 'D', 'N', 'AH', 'S', 'IH', 'Z']",0.5106
4083,kiss,"['K', 'IH', 'S']",0.4215
4084,kissable,"['K', 'IH', 'S', 'AH', 'B', 'AH', 'L']",0.4588
4085,kissably,"['K', 'IH', 'S', 'AH', 'B', 'L', 'IY']",0.4404
4086,kissed,"['K', 'IH', 'S', 'T']",0.3818
4087,kisser,"['K', 'IH', 'S', 'ER']",0.4019
4088,kissers,"['K', 'IH', 'S', 'ER', 'Z']",0.3612
4089,kisses,"['K', 'IH', 'S', 'AH', 'Z']",0.5106
4090,kisses,"['K', 'IH', 'S', 'IH', 'Z']",0.5106
4091,kissing,"['K', 'IH', 'S', 'IH', 'NG']",0.5719
4092,kissy,"['K', 'IH', 'S', 'IY']",0.4215
4093,kudos,"['K', 'UW', 'D', 'OW', 'S']",0.5106
4094,lack,"['L', 'AE', 'K']",-0.3182
4095,lackadaisical,"['L', 'AE', 'K', 'AH', 'D', 'EY', 'Z', 'IH', 'K', 'AH', 'L']",-0.3818
4096,lag,"['L', 'AE', 'G']",-0.34
4097,lagged,"['L', 'AE', 'G', 'D']",-0.296
4098,lagging,"['L', 'AE', 'G', 'IH', 'NG']",-0.2732
4099,lags,"['L', 'AE', 'G', 'Z']",-0.3612
4100,laidback,"['L', 'EY', 'D', 'B', 'AE', 'K']",0.128
4101,lame,"['L', 'EY', 'M']",-0.4215
4102,lamebrain,"['L', 'EY', 'M', 'B', 'R', 'EY', 'N']",-0.3818
4103,lamebrained,"['L', 'EY', 'M', 'B', 'R', 'EY', 'N', 'D']",-0.5423
4104,lamebrains,"['L', 'EY', 'M', 'B', 'R', 'EY', 'N', 'Z']",-0.296
4105,lamedh,"['L', 'AE', 'M', 'AH', 'D']",0.0258
4106,lamella,"['L', 'AH', 'M', 'EH', 'L', 'AH']",-0.0258
4107,lamellae,"['L', 'AH', 'M', 'EH', 'L', 'IY']",-0.0258
4108,lamellas,"['L', 'AH', 'M', 'EH', 'L', 'AH', 'Z']",0.0258
4109,lamellibranch,"['L', 'AE', 'M', 'AH', 'L', 'IH', 'B', 'R', 'AH', 'N', 'CH']",0.0516
4110,lamellibranchs,"['L', 'AE', 'M', 'AH', 'L', 'IH', 'B', 'R', 'AH', 'N', 'CH', 'S']",-0.0258
4111,lamely,"['L', 'EY', 'M', 'L', 'IY']",-0.4588
4112,lameness,"['L', 'EY', 'M', 'N', 'AH', 'S']",-0.2023
4113,lament,"['L', 'AH', 'M', 'EH', 'N', 'T']",-0.4588
4114,lamentable,"['L', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'B', 'AH', 'L']",-0.3612
4115,lamentableness,"['L', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",-0.3182
4116,lamentably,"['L', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'B', 'L', 'IY']",-0.3612
4117,lamentation,"['L', 'AE', 'M', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N']",-0.34
4118,lamentations,"['L', 'AE', 'M', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",-0.4404
4119,lamented,"['L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'D']",-0.34
4120,lamenter,"['L', 'AH', 'M', 'EH', 'N', 'T', 'ER']",-0.296
4121,lamenters,"['L', 'AH', 'M', 'EH', 'N', 'T', 'ER', 'Z']",-0.128
4122,lamenting,"['L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'NG']",-0.4588
4123,laments,"['L', 'AH', 'M', 'EH', 'N', 'T', 'S']",-0.3612
4124,lamer,"['L', 'EY', 'M', 'ER']",-0.34
4125,lames,"['L', 'EY', 'M', 'Z']",-0.296
4126,lamest,"['L', 'EY', 'M', 'AH', 'S', 'T']",-0.3612
4127,landmark,"['L', 'AE', 'N', 'D', 'M', 'AA', 'R', 'K']",0.0772
4128,laugh,"['L', 'AE', 'F']",0.5574
4129,laughable,"['L', 'AE', 'F', 'AH', 'B', 'AH', 'L']",0.0516
4130,laughableness,"['L', 'AE', 'F', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",0.296
4131,laughably,"['L', 'AE', 'F', 'AH', 'B', 'L', 'IY']",0.296
4132,laughed,"['L', 'AE', 'F', 'T']",0.4588
4133,laugher,"['L', 'AA', 'K', 'ER']",0.4019
4134,laughers,"['L', 'AE', 'F', 'ER', 'Z']",0.4019
4135,laughing,"['L', 'AE', 'F', 'IH', 'NG']",0.4939
4136,laughingly,"['L', 'AE', 'F', 'IH', 'NG', 'L', 'IY']",0.5106
4137,laughings,"['L', 'AE', 'F', 'IH', 'NG', 'Z']",0.4404
4138,laughingstocks,"['L', 'AE', 'F', 'IH', 'NG', 'S', 'T', 'AA', 'K', 'S']",-0.3182
4139,laughs,"['L', 'AE', 'F', 'S']",0.4939
4140,laughter,"['L', 'AE', 'F', 'T', 'ER']",0.4939
4141,laughters,"['L', 'AE', 'F', 'T', 'ER', 'Z']",0.4939
4142,launched,"['L', 'AO', 'N', 'CH', 'T']",0.128
4143,lawl,"['L', 'AO', 'L']",0.34
4144,lawsuit,"['L', 'AO', 'S', 'UW', 'T']",-0.2263
4145,lawsuits,"['L', 'AO', 'S', 'UW', 'T', 'S']",-0.1531
4146,lazier,"['L', 'EY', 'Z', 'IY', 'ER']",-0.5106
4147,laziest,"['L', 'EY', 'Z', 'IY', 'AH', 'S', 'T']",-0.5719
4148,lazy,"['L', 'EY', 'Z', 'IY']",-0.3612
4149,leak,"['L', 'IY', 'K']",-0.34
4150,leaked,"['L', 'IY', 'K', 'T']",-0.3182
4151,leave,"['L', 'IY', 'V']",-0.0516
4152,leet,"['L', 'IY', 'T']",0.3182
4153,legal,"['L', 'IY', 'G', 'AH', 'L']",0.128
4154,legally,"['L', 'IY', 'G', 'AH', 'L', 'IY']",0.1027
4155,lenient,"['L', 'IY', 'N', 'IY', 'AH', 'N', 'T']",0.2732
4156,lenient,"['L', 'IY', 'N', 'Y', 'AH', 'N', 'T']",0.2732
4157,lethargic,"['L', 'AH', 'TH', 'AA', 'R', 'JH', 'IH', 'K']",-0.296
